factor_id,candidate_index,horizon,cost_bp,q,positive_validation_blocks,worst_validation_block_bp,validation_rank_ic,validation_trades,validation_trades_per_year,validation_cagr,validation_sharpe,validation_max_drawdown,validation_calmar,validation_mean_gross_bp,selection_rank_ic,selection_trades,selection_trades_per_year,selection_cagr,selection_sharpe,selection_max_drawdown,selection_calmar,selection_mean_gross_bp,frequency_retention,balanced_cagr,lineage_hash,orientation,threshold_q95,components,weights,positive_selection_folds,worst_selection_fold_return,positive_selection_years,top_one_selection_profit_share,top_five_selection_profit_share,development_candidate,historically_stable_candidate,core_candidate
BTC_LONG_5caebfeccc5225ce_1d,448462,1d,5.0,97,4,96.59462851843222,0.104996667917118,43,32.12745132856504,1.0931395369426955,2.733287876077053,-0.0680278955815751,16.068989457888858,246.92477015494632,-0.0003501101241938,245,71.02083333333333,-0.0554393301259614,-0.079996297010433,-0.496162147325154,-0.1117363152849101,2.00159740919354,2.210596558283089,-0.0554393301259614,5caebfeccc5225ce,-1,1.8547964096069336,x_flow_sign_bias_curve_72_288|m1_return_sum_240,-1|0.5,3,-0.20592586734712498,1,0.04538905104249936,0.16752844469487216,True,False,False
BTC_LONG_37866cb05e8f6108_1d,268224,1d,5.0,97,3,-38.37186052417597,0.040937709128111,60,44.82900185381168,0.2153923174338874,0.7622890813620641,-0.1389531754108111,1.5501071983212056,58.87354549461536,0.0236710800086579,311,90.1529761904762,-0.0028900916981665,0.1134408192845743,-0.3966793343098191,-0.0072857127866139,8.144556175384665,2.011041345164609,-0.0028900916981665,37866cb05e8f6108,-1,2.5255637168884277,tanh(m1_range_mean_5)|(x_flow_sign_bias_72*x_return_sum_288)|(x_flow_mean_12*x_jump_concentration_72)|(x_flow_std_72*x_volume_surprise_288),-1|-0.5|1|-0.5,4,-0.16829749363703783,3,0.029404495506063662,0.1285471738103562,False,False,False
BTC_LONG_0556d8f7b5033209_1d,25667,1d,5.0,99,3,-84.0311884840124,0.0218604868900936,36,26.897401112287007,0.1657033572942476,0.8411807691437371,-0.1354461479758811,1.22338921977873,70.25344935686965,0.0188330028180148,94,27.248809523809523,0.1087394208362519,0.5821927862564874,-0.2791628277924923,0.3895196996538533,51.83802460658011,1.0130647719478738,0.1087394208362519,0556d8f7b5033209,-1,2.545027494430542,m1_return_sum_240|tanh(m1_flow_autocorr_240)|signed_sqrt(x_return_efficiency_curve_72_288)|(x_flow_mean_72*m1_return_sum_15),0.5|-0.5|-1|1,5,-0.023033842726605747,3,0.09550442409559197,0.2835589547521074,False,False,False
BTC_LONG_3c44602338f74b78_1d,291279,1d,5.0,99,2,-38.661194841070966,0.0162769722020298,22,16.43730067973095,0.0259604915837463,0.2599215364308117,-0.1601982991616567,0.1620522297652456,25.999798977895143,0.0331883059891277,60,17.392857142857142,-0.0354376356193332,-0.1908447363407278,-0.3022903848786953,-0.1172304426207728,-10.2030022625809,1.0581334175084174,-0.0354376356193332,3c44602338f74b78,-1,2.956515073776245,x_return_skew_288|x_return_autocorr_288|(x_flow_autocorr_72*x_volume_surprise_curve_12_72),0.5|-1|-0.5,4,-0.12542987981778148,2,0.13642940551497607,0.4271045636404596,False,False,False
BTC_LONG_5a4dd66de5275f44_1d,436995,1d,5.0,95,3,-9.237581479845588,0.0859906467132566,90,67.24350278071752,1.300756162449125,2.2590531138222225,-0.1828785913804126,7.112675970602668,141.1690456542336,0.0255479337597511,491,142.33154761904763,-0.1380927020742139,-0.2212460469987068,-0.6760023621997129,-0.2042784312540863,-0.7023692663100087,2.116658736282579,-0.1380927020742139,5a4dd66de5275f44,-1,2.913524627685547,m1_flow_surprise_5|m1_realized_vol_240|tanh(m1_flow_std_15)|(x_flow_mean_3*x_return_sum_3),1|-1|-1|-0.5,3,-0.3828133139738218,2,0.031344233657413734,0.1046193607678941,True,False,False
BTC_LONG_114b71bdd58e7799_1d,83691,1d,5.0,97,2,-101.56071491464904,0.0493821898079243,54,40.346101668430514,0.3061216987956323,0.9210255986942932,-0.3161160069205305,0.96838404919049,87.01039103201911,0.0259162633800214,113,32.756547619047616,0.1500983364037478,0.7764573190876315,-0.1988300415830487,0.7549077353134973,54.56683574017928,0.8118887888660263,0.1500983364037478,114b71bdd58e7799,-1,2.1894726753234863,x_return_efficiency_288|m1_flow_autocorr_240|m1_vwap_gap_mean_240|(x_flow_mean_72*x_jump_concentration_72),-1|-0.5|-0.5|0.5,6,-0.1376922019670737,4,0.047351049504174555,0.18912781151304062,False,False,False
BTC_LONG_4cc8dce1c3ee6c28_1d,371376,1d,5.0,99,3,-45.27531470145242,0.0571891802412158,46,34.36890142125562,0.1722182555916203,0.7756928349263341,-0.215236596047593,0.800134636739653,59.55631368074638,0.0333842283912133,135,39.13392857142857,0.0512751822753894,0.332193331666491,-0.373557244691996,0.137261913679834,24.142469537430607,1.1386435688405796,0.0512751822753894,4cc8dce1c3ee6c28,1,2.4459657669067383,x_trade_size_surprise_72|m1_flow_surprise_240|(x_flow_mean_72*x_return_sum_12)|(x_flow_std_72*x_return_sum_288),-1|1|-0.5|0.5,4,-0.14192593366097161,3,0.09051348506030434,0.3099896089891834,False,False,False
BTC_LONG_83aea740c669eba3_1d,637216,1d,5.0,99,4,92.0384805547303,0.0720898194966895,45,33.62175139035876,0.8003542594223141,1.8477011598698805,-0.2429656336147676,3.2941047979291995,197.270224467627,0.0364308428620414,165,47.83035714285714,0.0868858193014845,0.4491811465435071,-0.3081124834476977,0.281993830075481,29.500194235146168,1.4226015946502055,0.0868858193014845,83aea740c669eba3,1,2.273920774459839,m1_range_mean_240|tanh(m1_volume_surprise_curve_60_240)|(x_flow_sign_bias_3*m1_return_efficiency_5),0.5|0.5|-1,5,-0.24125167254170293,3,0.057729705770021934,0.25729612563673854,True,False,False
BTC_LONG_8738e2a0ec5968ef_1d,654296,1d,5.0,99,3,-37.28704514964776,0.0541784096253264,31,23.1616509578027,0.4228990699187587,1.3759635354245037,-0.1426597494552363,2.9643895459907266,173.92028381457678,0.0220253029861199,144,41.74285714285714,-0.0919557814701493,-0.2768822578694325,-0.4654147139327051,-0.1975781571088132,-11.0665175645942,1.8022401433691757,-0.0919557814701493,8738e2a0ec5968ef,-1,2.613140106201172,m1_flow_std_60|tanh(x_avg_trade_size_log)|signed_sqrt(m1_trade_size_surprise_curve_15_60),1|1|-1,4,-0.34500045020362846,3,0.08711595190123615,0.3043888403411104,True,False,False
BTC_LONG_8a7646dc5ccbd0f9_1d,670320,1d,5.0,99,4,186.9806315503969,0.0731046621823858,35,26.150251081390145,0.7500813245789624,1.9592848223933952,-0.130728356156095,5.737709450605609,236.28396574124568,0.0272656416385041,152,44.06190476190476,0.5451220504221299,1.7880513068155437,-0.2353341743283957,2.316374372646118,111.34572684942589,1.6849514991181658,0.5451220504221299,8a7646dc5ccbd0f9,-1,1.5660862922668457,x_flow_mean_288|tanh(m1_realized_vol_curve_5_15)|signed_sqrt(m1_flow_surprise_15),-0.5|1|0.5,7,0.06551099270908906,4,0.04907752550656157,0.19228122150062213,True,True,True
BTC_LONG_4a5320eb6a3bcada_1d,359597,1d,5.0,99,3,-117.34630036201362,0.0762565685150285,49,36.610351513946206,0.51028058341795,1.394860747620452,-0.1423344213415996,3.5850820806956256,132.6599962114629,0.0348353359325825,102,29.567857142857143,0.1318351225415797,0.7179032944184868,-0.2517104554028626,0.5237570379449576,53.55670277533846,0.8076365268329554,0.1318351225415797,4a5320eb6a3bcada,-1,1.773927092552185,m1_realized_vol_60|tanh(x_flow_std_3)|tanh(m1_vwap_gap_mean_60)|signed_sqrt(x_close_location),-0.5|-0.5|-1|-0.5,6,-0.06821222243759617,3,0.07988741165765596,0.2874729913825894,True,True,False
BTC_LONG_5ab4485f186d497e_1d,438885,1d,5.0,99,4,19.12879816859625,0.0656599581909079,31,23.1616509578027,0.9452184366721736,2.078728349087615,-0.0998890519082954,9.462683032970869,316.84224871271107,0.0284174072179465,80,23.19047619047619,0.0991700619889286,0.5733990274564028,-0.2143834652480575,0.4625826057722387,54.22993420014509,1.0012445240939865,0.0991700619889286,5ab4485f186d497e,-1,3.5637075901031494,x_return_vol_288|tanh(x_jump_concentration_3)|tanh(m1_trade_size_surprise_curve_60_240)|signed_sqrt(x_vwap_pressure_3),-1|0.5|-1|1,6,-0.05740149418461293,2,0.09199882221387165,0.3604360991351332,True,False,False
