factor_id,candidate_index,horizon,cost_bp,q,positive_validation_blocks,worst_validation_block_bp,validation_rank_ic,validation_trades,validation_trades_per_year,validation_cagr,validation_sharpe,validation_max_drawdown,validation_calmar,validation_mean_gross_bp,selection_rank_ic,selection_trades,selection_trades_per_year,selection_cagr,selection_sharpe,selection_max_drawdown,selection_calmar,selection_mean_gross_bp,frequency_retention,balanced_cagr,lineage_hash,orientation,threshold_q95,components,weights,positive_selection_folds,worst_selection_fold_return,positive_selection_years,top_one_selection_profit_share,top_five_selection_profit_share,development_candidate,historically_stable_candidate,core_candidate
BTC_LONG_0bd8fa2249cfb7f7_1d,57304,1d,5.0,99,3,43.10246170419793,0.0173620753010076,22,16.43730067973095,0.1660712965602959,1.2941184453746644,-0.0547280862992203,3.034480242051911,103.06682612387652,0.0333453399317453,177,51.308928571428574,-0.0189512397648724,0.0137073756230786,-0.3678739334560607,-0.0515155819463245,5.56333640759303,3.1214935816498315,-0.0189512397648724,0bd8fa2249cfb7f7,1,0.9505525827407836,tanh(x_flow_std_72)|(x_flow_mean_72*x_close_location),-0.5|1,5,-0.18232593200576047,1,0.07682919479705341,0.25389477645487485,False,False,False
BTC_LONG_7833ce95dee6dc63_1d,582129,1d,5.0,97,3,-28.833971485974875,0.0178005127388391,105,78.45075324417044,0.7617373195076487,1.8493545446622288,-0.1443040123159542,5.278698126839478,84.21592764947353,0.0252270854067,444,128.70714285714286,-0.0471375811749321,0.025024330052897,-0.5736775075129716,-0.0821673859574602,5.652605376220543,1.6406106701940033,-0.0471375811749321,7833ce95dee6dc63,1,1.1268876791000366,m1_flow_std_5|(x_flow_mean_72*x_close_location),-0.5|-1,4,-0.42745930700481016,2,0.025832957509191096,0.10468546827817582,True,False,False
BTC_LONG_08115a49150b44a2_1d,39054,1d,5.0,95,3,-3.968189713896919,0.0608000154959836,106,79.1979032750673,0.0744245175712063,0.3892294761654503,-0.3075903377231896,0.241959868187353,28.23748303496955,0.0143440801037649,502,145.52023809523808,0.2782112588588616,0.9069731472352373,-0.3644155701286691,0.7634450382035813,25.591009213336605,1.8374253872583273,0.0744245175712063,08115a49150b44a2,-1,2.0877394676208496,x_flow_mean_288|signed_sqrt(m1_flow_autocorr_5)|(x_flow_mean_3*x_volume_surprise_curve_12_72)|(x_flow_std_72*x_volume_surprise_3),-1|-0.5|-0.5|-1,6,-0.0385792976842273,3,0.02142191784561314,0.09296255672589736,False,False,False
BTC_LONG_c2e76e566accca2b_1d,944681,1d,5.0,97,3,-33.350792312723414,0.0427131175014966,62,46.3233019156054,0.5117095047507718,1.617350057160636,-0.1837094622323041,2.785428134908508,102.45402771603344,0.0165547618225106,321,93.05178571428571,0.2023195526891386,0.7466734174012606,-0.3094032653017087,0.6539024482881606,29.882782861307557,2.0087468264635606,0.2023195526891386,c2e76e566accca2b,-1,0.9767084121704102,signed_sqrt(x_flow_sign_bias_288)|signed_sqrt(x_volume_surprise_curve_3_12),-0.5|-0.5,5,-0.03902274453870663,3,0.033222172049211844,0.1391761489329413,True,True,False
BTC_LONG_1a18cc95e5440427_1d,126172,1d,5.0,99,3,-6.069053294143751,0.0657191099923214,27,20.173050834215257,0.7618083234798618,1.7455993816382318,-0.1400213029059864,5.4406601543434965,315.51271032566393,0.0323380944933144,111,32.176785714285714,0.1915898500613577,0.9844117943255024,-0.1662109335593981,1.1526910171218676,65.51745578678242,1.5950381515775034,0.1915898500613577,1a18cc95e5440427,1,4.054920673370361,x_flow_return_corr_12|m1_range_mean_240|signed_sqrt(m1_body_mean_60)|(x_flow_return_corr_12*x_jump_concentration_3),-1|1|-1|-0.5,5,-0.0970072464194926,4,0.06468107083645865,0.2297659615661479,True,True,False
BTC_LONG_cbe15b1817b1eb6b_1d,988046,1d,5.0,99,4,152.42006974863023,0.0587796000121144,19,14.195850587040365,0.6753465843406488,2.459637340178108,-0.0466940369944102,14.46322973576894,384.5766734513011,0.0170769257548917,109,31.597023809523808,-0.0152623155225797,0.0186543576603146,-0.2054202747766645,-0.0742979997430784,6.161930556925136,2.2257929256010396,-0.0152623155225797,cbe15b1817b1eb6b,1,1.7572662830352783,signed_sqrt(x_flow_return_corr_curve_72_288)|(x_flow_mean_72*x_wick_asymmetry)|(x_flow_std_72*x_return_sum_288),-0.5|-1|0.5,4,-0.11332255429026389,2,0.09813875294039671,0.39255446064214117,True,False,False
BTC_LONG_c24894295c23d336_1d,941649,1d,5.0,99,4,13.832200475381882,0.0519359429857113,29,21.66735089600898,0.2447242086270975,0.7999109822682073,-0.1968579763589663,1.243151093765427,131.36807058420663,0.0258744729894263,127,36.81488095238095,0.0979106072857654,0.5608272486985019,-0.212129287231098,0.4615610063267669,35.869916519068376,1.6990946945508727,0.0979106072857654,c24894295c23d336,-1,3.342881441116333,m1_range_mean_240|tanh(m1_flow_return_corr_curve_15_60)|signed_sqrt(m1_quote_flow_return_corr_60)|(x_flow_std_72*x_close_location),-1|1|1|1,7,0.00013007198851361368,3,0.09955502422783534,0.33336134368128717,False,False,False
BTC_LONG_13594f82187029b2_1d,93582,1d,5.0,97,4,125.12821385176774,0.1104881780129698,47,35.11605145215248,0.753226423778055,3.020167232567184,-0.0419503848728749,17.95517314228719,170.0308959185051,-0.0076584498224639,276,80.00714285714285,0.0590159444758746,0.3464964114446205,-0.4683875884285183,0.1259980963071168,16.96582212652083,2.278363869188337,0.0590159444758746,13594f82187029b2,1,1.9152458906173704,x_flow_mean_72|signed_sqrt(x_range_position_curve_12_72)|(x_flow_std_72*x_return_sum_288)|(x_flow_std_12*x_volume_surprise_12),1|-0.5|0.5|-0.5,3,-0.08672909460296163,3,0.040501743247820965,0.17958471807199322,True,False,False
BTC_LONG_54482f601a304a7a_1d,407659,1d,5.0,97,2,-539.2958147643939,0.0723826980422084,75,56.0362523172646,0.2915393475456365,1.0871652863770276,-0.1442764862025836,2.0206989733328826,56.89586897550869,0.0387971686733027,281,81.45654761904761,-0.1370963147098294,-0.3713959580630518,-0.7722655931489968,-0.1775248255600826,-8.028244472021575,1.4536401748971193,-0.1370963147098294,54482f601a304a7a,1,1.278477668762207,x_downside_share_288|signed_sqrt(x_flow_sign_bias_288)|(x_flow_mean_72*m1_return_efficiency_5),0.5|0.5|1,2,-0.43704537720526393,2,0.04161218735060522,0.17524668223422618,False,False,False
BTC_LONG_b7b1719b2bdf9edc_1d,890441,1d,5.0,99,1,-6.523352558726603,0.0338835138373166,51,38.10465157573993,0.1518133628623847,0.778633025465167,-0.0955405455964062,1.588994095801932,47.739235936784375,-0.0018983865588747,211,61.164880952380955,-0.1150019400949484,-0.4483739596034785,-0.4651886013738864,-0.2472157308999019,-11.01273221436774,1.6051814784555798,-0.1150019400949484,b7b1719b2bdf9edc,1,1.6790046691894531,x_flow_mean_288|(x_flow_autocorr_3*x_return_efficiency_12)|(x_flow_mean_12*x_close_location),1|-0.5|1,3,-0.2554324058790893,1,0.06849598008278548,0.24084324006541902,False,False,False
BTC_LONG_0b135253fb0e3ac9_1d,53599,1d,5.0,99,3,-34.971932861127144,0.0582687988236217,21,15.690150648834088,0.2259781719852227,0.9024363494040872,-0.1205591562989623,1.874417331063952,155.61377768492238,0.0387082354992615,76,22.03095238095238,0.1222029140309131,0.8317076168581823,-0.1706861260947518,0.7159510665973836,62.54382570009944,1.404126249265138,0.1222029140309131,0b135253fb0e3ac9,-1,2.8099377155303955,x_return_vol_72|signed_sqrt(x_return_autocorr_72)|signed_sqrt(x_return_autocorr_288)|(x_flow_autocorr_72*x_return_efficiency_288),-0.5|-1|-0.5|1,5,-0.11291615956834755,3,0.10310789449016158,0.32208584431215326,False,True,False
BTC_LONG_0947bb4cbd3cd5f1_1d,44866,1d,5.0,99,3,9.970680400914896,0.0428785309539352,43,32.12745132856504,0.32807195557834,1.4861440327451498,-0.103049195888777,3.183644013413111,99.72988040166943,0.0223126977115016,209,60.585119047619045,-0.054542569922218,-0.1905324398989203,-0.3817959256844176,-0.1428579150614129,-1.1322159713099047,1.8857742068619006,-0.054542569922218,0947bb4cbd3cd5f1,1,1.2528340816497805,tanh(x_flow_std_288)|signed_sqrt(x_flow_mean_288)|(x_flow_mean_12*x_volume_surprise_288)|(x_flow_sign_bias_12*x_trade_surprise_288),-0.5|0.5|-1|0.5,3,-0.19610612906171598,3,0.06799615308684104,0.2469595445814736,True,False,False
BTC_LONG_53335187fd9bc378_1d,402384,1d,5.0,95,4,16.54519001368486,0.0621938492902957,154,115.06110475811664,1.3275032991905729,2.1607784420979046,-0.1784183367325348,7.440397234397606,86.31837333648085,-0.0203533342443017,541,156.82559523809525,-0.2687282580366192,-0.7656879312298703,-0.6737685688558623,-0.3988435650730209,-11.35752025207509,1.3629766163620332,-0.2687282580366192,53335187fd9bc378,-1,1.1044058799743652,x_flow_sign_bias_12|signed_sqrt(m1_flow_mean_240),0.5|-1,3,-0.49483538311043607,1,0.0369969863747245,0.11640213370198796,True,False,False
BTC_LONG_5ef7da26c79420fd_1d,459510,1d,5.0,99,4,123.68751063000872,0.0721961434982444,26,19.425900803318395,0.5007036416911375,1.959419631775234,-0.0487696381784216,10.266708148609483,225.62968939842065,0.0203165007861333,108,31.307142857142857,0.1523707470832958,0.8042979516628005,-0.1947107561553749,0.7825492031971119,56.595648384772986,1.6116185897435895,0.1523707470832958,5ef7da26c79420fd,-1,1.4683127403259275,(x_flow_std_12*x_return_sum_288)|(x_flow_autocorr_12*x_close_location)|(x_flow_mean_72*x_jump_concentration_3),-0.5|0.5|-1,4,-0.03546140496407302,3,0.08323202191153992,0.3491636935680395,True,False,False
BTC_LONG_b81f00e30bde9acb_1d,892529,1d,5.0,97,4,41.70968714785376,0.1280102057805769,36,26.897401112287007,0.6414898001360958,1.8706511793664489,-0.0858831203872644,7.469335036308509,204.01136340417827,0.0044985544429648,213,61.74464285714286,0.0046440880912868,0.1424532572011715,-0.4365703655960592,0.010637662235608,10.680325768182657,2.29556166409465,0.0046440880912868,b81f00e30bde9acb,1,2.2427873611450195,m1_range_mean_60|signed_sqrt(x_flow_sign_bias_72),0.5|1,3,-0.13788932078401978,1,0.04832843321636339,0.2001699085546138,True,False,False
BTC_LONG_9f89008f508e4620_1d,772890,1d,5.0,95,4,64.13312806204885,0.0661648170495401,101,75.462153120583,1.6547560839616078,2.355616863122299,-0.1412931903157165,11.711506267670025,147.67203934431006,0.0201371046065342,269,77.97797619047618,0.1975162625910882,0.7287553553851988,-0.4340442911570006,0.4550601554154378,34.443354626188615,1.0333388720816525,0.1975162625910882,9f89008f508e4620,-1,1.9236146211624143,m1_realized_vol_240|tanh(x_downside_share_12)|tanh(m1_vwap_gap_mean_240),-0.5|1|-1,4,-0.2147538120455753,2,0.029167042229524917,0.13909820313606955,True,False,False
BTC_LONG_b0aea27198432854_1d,856543,1d,5.0,99,3,-79.7058977154406,0.1167168998652871,29,21.66735089600898,0.1923711704491975,0.958124103724878,-0.1144576707690786,1.680718899455078,95.20205453448266,0.011690496793763,198,57.39642857142857,-0.0520735818450417,-0.1561804192867076,-0.3710114608269897,-0.1403557230522447,-0.5839033586177069,2.6489822796934863,-0.0520735818450417,b0aea27198432854,1,5.317271709442139,x_return_sign_entropy_288|m1_trade_intensity_15|m1_realized_vol_curve_15_60|(x_flow_sign_bias_72*x_trade_surprise_72),-1|-0.5|-1|-0.5,4,-0.1765818358785432,3,0.07709411135389986,0.22409748686145045,False,False,False
