factor_id,candidate_index,horizon,cost_bp,q,positive_validation_blocks,worst_validation_block_bp,validation_rank_ic,validation_trades,validation_trades_per_year,validation_cagr,validation_sharpe,validation_max_drawdown,validation_calmar,validation_mean_gross_bp,selection_rank_ic,selection_trades,selection_trades_per_year,selection_cagr,selection_sharpe,selection_max_drawdown,selection_calmar,selection_mean_gross_bp,frequency_retention,balanced_cagr,lineage_hash,orientation,threshold_q95,components,weights,positive_selection_folds,worst_selection_fold_return,positive_selection_years,top_one_selection_profit_share,top_five_selection_profit_share,development_candidate,historically_stable_candidate,core_candidate,tier,mechanism,input_fields,latest_availability
BTC_LONG_66839828a010ad14_1d,496138,1d,5.0,97,3,-11.051416877150132,0.0612811700242358,85,63.50775262623321,0.5489669438649833,1.2407488642151836,-0.2056769186855646,2.669074135169415,87.65135107391612,0.0289686120468224,229,66.3827380952381,0.2479519210744445,0.900878977490984,-0.3930672346820159,0.6308129988881751,44.891120354746676,1.045269834785766,0.2479519210744445,66839828a010ad14,-1,3.887126445770264,x_return_vol_12|signed_sqrt(x_return_skew_12)|(x_flow_sign_bias_72*x_return_sum_3)|(x_flow_price_gap*x_trade_surprise_12),-1|-0.5|-1|0.5,5,-0.17255073694905837,3,0.03207809348631902,0.14789979386563543,True,True,False,历史稳定,主动流持续与反转,x_flow_price_gap|x_flow_sign_bias_72|x_return_skew_12|x_return_sum_3|x_return_vol_12|x_trade_surprise_12,m1_feature_available_time <= decision_time
BTC_LONG_c1626e74d2f236cc_2d,937280,2d,5.0,95,3,-204.21730959339433,0.0131998690973652,106,79.1979032750673,0.6422036904778543,1.286486900258575,-0.2953177060531019,2.1746196632123973,81.73928694292451,0.0046174571059081,365,105.80654761904762,0.2462131500030353,0.7239835034462198,-0.410843610128293,0.5992867941311074,34.170466380440544,1.3359766261938038,0.2462131500030353,c1626e74d2f236cc,-1,1.8159184455871584,x_range_surprise_12|(x_flow_sign_bias_12*x_trade_surprise_3)|(x_flow_return_corr_12*x_jump_concentration_72)|(x_flow_mean_72*x_volume_surprise_3),1|0.5|0.5|1,6,-0.08098285688183243,2,0.035142775683114726,0.1368241288715319,True,True,False,历史稳定,主动流与价格响应,x_flow_mean_72|x_flow_return_corr_12|x_flow_sign_bias_12|x_jump_concentration_72|x_range_surprise_12|x_trade_surprise_3|x_volume_surprise_3,m1_feature_available_time <= decision_time
BTC_LONG_3872f77e98ff3b88_1d,272782,1d,5.0,99,3,-215.65397657530804,0.1117465204845808,30,22.41450092690584,0.3078158465646206,1.1030394663704763,-0.2715111531230879,1.1337134516351677,140.89867937807,0.0784037150683805,122,35.36547619047619,0.2423220527251708,1.3939783467858735,-0.0773524466230359,3.1327005583428567,70.16850451909069,1.5777944958847734,0.2423220527251708,3872f77e98ff3b88,1,0.8919686079025269,x_downside_share_288|signed_sqrt(x_return_sum_288)|(x_flow_sign_bias_12*x_trade_surprise_12),-1|-1|0.5,7,0.026434031087625598,4,0.044677534037432395,0.19283988802055912,True,True,False,历史稳定,主动流持续与反转,x_downside_share_288|x_flow_sign_bias_12|x_return_sum_288|x_trade_surprise_12,m1_feature_available_time <= decision_time
BTC_LONG_3327ddfbab14e535_1d,246946,1d,5.0,99,4,141.24729040543414,0.068824901344175,28,20.92020086511212,0.4789778292019178,1.7620258703706315,-0.0951666659459423,5.033042026227882,204.84989302922605,0.0276335502243449,72,20.87142857142857,0.2328741005858516,1.072212472048657,-0.2366543613563122,0.9840262366229164,115.9617513142602,0.9976686507936506,0.2328741005858516,3327ddfbab14e535,1,2.084456443786621,x_price_volume_corr_72|x_vwap_pressure_288|tanh(x_range_body_gap)|signed_sqrt(m1_return_sum_240),1|-0.5|1|-0.5,6,0.0,4,0.10336429105890255,0.37562787426673433,True,True,False,历史稳定,成交重心与区间位置,m1_return_sum_240|x_price_volume_corr_72|x_range_body_gap|x_vwap_pressure_288,m1_feature_available_time <= decision_time
BTC_LONG_25abe5371fffe146_3d,181963,3d,5.0,99,4,222.18580273518305,0.0231568622311574,36,26.897401112287007,1.089553771206523,2.632308597720553,-0.1017621095769778,10.706870914289874,294.6810835031941,0.008610612577772,146,42.32261904761905,0.2325169829967461,0.8561013555412841,-0.3181292218961259,0.7308884786216419,64.372388574613,1.5734835819615913,0.2325169829967461,25abe5371fffe146,1,1.352771878242493,(x_flow_mean_72*x_volume_surprise_curve_3_12)|(x_flow_autocorr_72*x_volume_surprise_3),-1|-1,6,-0.0035890160216602296,4,0.049276668354438974,0.21920092515094106,True,True,False,历史稳定,主动流持续与反转,x_flow_autocorr_72|x_flow_mean_72|x_volume_surprise_3|x_volume_surprise_curve_3_12,m1_feature_available_time <= decision_time
BTC_LONG_234317c3f71f1454_2d,170378,2d,5.0,97,3,-70.62036964192157,0.011249034397575,73,54.541952255470875,1.4297068915126006,2.117720136751597,-0.31764871805826,4.500905592354312,187.21083112633772,0.0162116743130306,286,82.90595238095239,0.2294142769192755,0.7590173364119682,-0.3482258717015359,0.658808823704823,37.39983937918145,1.5200400600372062,0.2294142769192755,234317c3f71f1454,1,2.2552335262298584,tanh(x_range_position_curve_12_72)|tanh(x_flow_mean_curve_72_288)|signed_sqrt(x_range_position_12)|(x_flow_mean_72*x_return_sum_3),1|0.5|0.5|1,5,-0.15149471723634267,4,0.031415138824657164,0.14500115735900906,True,True,False,历史稳定,有符号波动与区间扩张,x_flow_mean_72|x_flow_mean_curve_72_288|x_range_position_12|x_range_position_curve_12_72|x_return_sum_3,m1_feature_available_time <= decision_time
BTC_LONG_54c24918a2d046b4_2d,409980,2d,5.0,99,3,46.34199572274392,0.0457484945178551,22,16.43730067973095,0.3183257137406099,1.19259201452733,-0.1327834210368589,2.3973302634840756,192.3704608067256,0.0287384409456078,91,26.379166666666663,0.2241582388500338,0.9301245702895335,-0.3119631338597664,0.7185407970378879,93.45600933021582,1.6048356832210997,0.2241582388500338,54c24918a2d046b4,-1,1.6824448108673096,x_flow_mean_288|signed_sqrt(m1_flow_surprise_60)|(x_flow_std_12*x_return_efficiency_288),-1|-0.5|0.5,5,-0.10265750572236526,3,0.07816932378289294,0.33629496790823016,True,True,False,历史稳定,主动流与价格响应,m1_flow_surprise_60|x_flow_mean_288|x_flow_std_12|x_return_efficiency_288,m1_feature_available_time <= decision_time
BTC_LONG_ac6867f81c702dfd_1d,835705,1d,5.0,99,4,103.3694485209211,0.0795700139111742,22,16.43730067973095,0.7885302373020506,2.3482332669957637,-0.0290831784113618,27.11293195498869,378.0092328680876,0.005272180507912,103,29.857738095238098,0.2205566740705813,1.031705965629475,-0.1733740556476874,1.2721434775614489,79.52999399022211,1.8164623667227835,0.2205566740705813,ac6867f81c702dfd,1,1.9046589136123655,x_return_sum_72|tanh(x_flow_mean_curve_72_288)|tanh(m1_return_efficiency_240)|(x_flow_mean_72*x_jump_concentration_3),-0.5|1|1|0.5,5,-0.02613085167547935,4,0.08305273502955798,0.2972155768326863,True,True,False,历史稳定,主动流与价格响应,m1_return_efficiency_240|x_flow_mean_72|x_flow_mean_curve_72_288|x_jump_concentration_3|x_return_sum_72,m1_feature_available_time <= decision_time
BTC_LONG_c5f939c61dde6693_1d,959602,1d,5.0,95,4,83.96445059783844,0.075370979112719,104,77.70360321327358,1.2303111726573164,2.025356052770415,-0.2813319525689387,4.373165441830984,120.75973172596686,0.0212407281571242,461,133.63511904761904,0.2192020878497067,0.7663050956858264,-0.2748894330407987,0.7974191129317548,23.913322475121095,1.7198059487773028,0.2192020878497067,c5f939c61dde6693,-1,1.6372077465057373,tanh(m1_quote_flow_return_corr_240)|signed_sqrt(m1_flow_mean_60)|(x_flow_std_72*x_trade_surprise_12),-1|-0.5|-1,5,-0.0404911382223857,4,0.027953063441587506,0.10549627653208768,True,True,False,历史稳定,主动流与价格响应,m1_flow_mean_60|m1_quote_flow_return_corr_240|x_flow_std_72|x_trade_surprise_12,m1_feature_available_time <= decision_time
BTC_LONG_6d14459a98f6eceb_2d,528032,2d,5.0,99,4,134.5010403037117,0.0048831804619378,45,33.62175139035876,1.2675950629163033,3.022331859642241,-0.1028133584048784,12.329089162952156,260.359388332072,-0.0062630065280583,171,49.56964285714286,0.2168344805835296,0.8444746172225396,-0.3039544906604192,0.7133781116784983,52.18032117558005,1.474332561728395,0.2168344805835296,6d14459a98f6eceb,-1,1.6019139289855957,x_return_efficiency_curve_12_72|(x_flow_mean_12*x_return_efficiency_curve_3_12)|(x_flow_mean_72*m1_return_sum_15),-0.5|1|-0.5,5,-0.12306486729742488,3,0.058567994664205064,0.22876411647414774,True,True,False,历史稳定,主动流与价格响应,m1_return_sum_15|x_flow_mean_12|x_flow_mean_72|x_return_efficiency_curve_12_72|x_return_efficiency_curve_3_12,m1_feature_available_time <= decision_time
BTC_LONG_5b55989455e686eb_2d,441884,2d,5.0,99,3,-87.5434474624213,0.0162721101317173,34,25.403101050493284,0.3977643690885453,1.6272616700926512,-0.1283051931462896,3.1001423974712123,146.19899955698165,0.0191000208792569,178,51.59880952380952,0.210404712000054,0.8212607527523642,-0.2970933704261684,0.7082107274835416,49.40764062649005,2.0312012073347856,0.210404712000054,5b55989455e686eb,-1,1.252689003944397,(x_flow_price_gap*x_close_location)|(x_flow_mean_12*m1_return_efficiency_5)|(x_flow_mean_72*x_return_efficiency_288),0.5|-1|-0.5,6,-0.19458779202945176,4,0.05123028000524684,0.23358318992578161,True,True,True,核心,主动流与价格响应,m1_return_efficiency_5|x_close_location|x_flow_mean_12|x_flow_mean_72|x_flow_price_gap|x_return_efficiency_288,m1_feature_available_time <= decision_time
BTC_LONG_0777fdef3d9cb3fe_2d,36071,2d,5.0,97,4,44.33869673997282,0.0068247123648243,59,44.08185182291482,0.7302959590959976,1.6906766582740016,-0.2125009257892759,3.4366718939388865,143.98437933374188,-0.0067586181220079,156,45.22142857142857,0.2065652452209703,0.7802491465180383,-0.327818786303761,0.6301202183988454,56.213269041173014,1.0258513810420589,0.2065652452209703,0777fdef3d9cb3fe,1,2.115808486938477,tanh(m1_body_mean_240)|(x_flow_sign_bias_72*x_trade_surprise_3)|(x_flow_return_corr_72*x_jump_concentration_72),1|-1|-0.5,6,-0.10837948313329593,4,0.03950494412431498,0.1857282968041441,True,True,False,历史稳定,主动流与价格响应,m1_body_mean_240|x_flow_return_corr_72|x_flow_sign_bias_72|x_jump_concentration_72|x_trade_surprise_3,m1_feature_available_time <= decision_time
BTC_LONG_09ea97ee62d22743_2d,48012,2d,5.0,99,3,174.14019261651765,0.0005904814774067,26,19.425900803318395,0.6873374369301519,2.8954556319501705,-0.0358173093883671,19.19009129014553,283.03719138254917,0.0103232752726263,150,43.482142857142854,0.2035755992334289,0.7410525012812035,-0.311903654078784,0.6526874455340865,59.38401101319224,2.238359152421652,0.2035755992334289,09ea97ee62d22743,-1,1.1763569116592407,(x_flow_mean_72*x_return_efficiency_12)|(x_flow_sign_bias_72*x_close_location),-0.5|-1,7,0.003989884207821093,3,0.05641008349075337,0.22394646047477623,True,True,False,历史稳定,主动流与价格响应,x_close_location|x_flow_mean_72|x_flow_sign_bias_72|x_return_efficiency_12,m1_feature_available_time <= decision_time
BTC_LONG_00496e0a18c5c27f_12h,1364,12h,5.0,99,3,-189.79493653723944,0.0683765492394731,61,45.57615188470854,0.4933393676749733,1.662535782070238,-0.1691619446466119,2.9163732345687134,100.25518387085565,0.0233489277201956,132,38.26428571428571,0.2016501876099496,1.1088424283911802,-0.1504974547791687,1.3398910161360502,57.16506902272569,0.8395681542197936,0.2016501876099496,00496e0a18c5c27f,1,2.2445485591888428,x_return_sum_288|signed_sqrt(m1_base_quote_flow_gap)|(x_flow_autocorr_72*x_trade_surprise_72)|(x_flow_autocorr_72*x_volume_surprise_curve_12_72),-0.5|-1|-0.5|-0.5,5,-0.027983677436984433,4,0.06061189218906395,0.2458911171997248,True,True,False,历史稳定,主动流持续与反转,m1_base_quote_flow_gap|x_flow_autocorr_72|x_return_sum_288|x_trade_surprise_72|x_volume_surprise_curve_12_72,m1_feature_available_time <= decision_time
BTC_LONG_8c198db3ea178cb2_2d,678283,2d,5.0,97,3,-18.306117669208746,0.0291044292917295,74,55.289102286367736,0.576977458872501,1.316622072820362,-0.2548503777293576,2.263985103782076,102.28301611555403,0.0065661798756897,300,86.96428571428571,0.2015846153104026,0.678892334301712,-0.3590773434696388,0.5613960863210165,33.69237056367947,1.5729010260260259,0.2015846153104026,8c198db3ea178cb2,-1,1.3454461097717283,signed_sqrt(x_flow_sign_bias_12)|(x_flow_mean_72*x_return_efficiency_curve_3_12),-0.5|-1,5,-0.1549839264946622,2,0.040957625717123046,0.1659348260158145,True,True,False,历史稳定,主动流与价格响应,x_flow_mean_72|x_flow_sign_bias_12|x_return_efficiency_curve_3_12,m1_feature_available_time <= decision_time
BTC_LONG_5fcd25c8e6a72764_2d,463604,2d,5.0,99,4,3.789279714173406,0.005256098230065,22,16.43730067973095,0.3109222594020311,1.2515723264544376,-0.1062772876394724,2.9255757867737637,186.017676228433,0.012221865153058,111,32.176785714285714,0.1963430438344982,0.8810183156363127,-0.2283300314884712,0.8599089771702323,68.88533466721194,1.9575468223905723,0.1963430438344982,5fcd25c8e6a72764,1,1.908533811569214,(x_flow_mean_72*x_return_sum_288)|(x_flow_sign_bias_12*x_trade_surprise_3),1|-1,5,-0.062314767453782005,3,0.08318877747065764,0.29909015210062384,True,True,False,历史稳定,主动流持续与反转,x_flow_mean_72|x_flow_sign_bias_12|x_return_sum_288|x_trade_surprise_3,m1_feature_available_time <= decision_time
BTC_LONG_a7dad690be812564_3d,813511,3d,5.0,97,4,107.64358300344207,0.0580218816823899,77,57.53055237905832,2.5739592858477307,2.3572075940663986,-0.2724937405936639,9.445939125941084,257.5752863481176,-0.0161417149026313,254,73.6297619047619,0.1917165753044734,0.6252382366028122,-0.3757506673993885,0.5102228470580366,40.55724381453472,1.2798375621292288,0.1917165753044734,a7dad690be812564,-1,3.1115636825561523,m1_volume_concentration_5|(x_flow_mean_3*x_close_location)|(x_flow_std_12*x_return_sum_288)|(x_flow_autocorr_12*x_trade_surprise_72),-1|-1|-1|1,5,-0.12707649025412715,2,0.04111301450207424,0.151111540074272,True,True,False,历史稳定,主动流持续与反转,m1_volume_concentration_5|x_close_location|x_flow_autocorr_12|x_flow_mean_3|x_flow_std_12|x_return_sum_288|x_trade_surprise_72,m1_feature_available_time <= decision_time
BTC_LONG_1a18cc95e5440427_1d,126172,1d,5.0,99,3,-6.069053294143751,0.0657191099923214,27,20.173050834215257,0.7618083234798618,1.7455993816382318,-0.1400213029059864,5.4406601543434965,315.51271032566393,0.0323380944933144,111,32.176785714285714,0.1915898500613577,0.9844117943255024,-0.1662109335593981,1.1526910171218676,65.51745578678242,1.5950381515775034,0.1915898500613577,1a18cc95e5440427,1,4.054920673370361,x_flow_return_corr_12|m1_range_mean_240|signed_sqrt(m1_body_mean_60)|(x_flow_return_corr_12*x_jump_concentration_3),-1|1|-1|-0.5,5,-0.0970072464194926,4,0.06468107083645865,0.2297659615661479,True,True,False,历史稳定,主动流与价格响应,m1_body_mean_60|m1_range_mean_240|x_flow_return_corr_12|x_jump_concentration_3,m1_feature_available_time <= decision_time
BTC_LONG_9044a6d8eaac417b_1d,698469,1d,5.0,99,4,21.386810405470193,0.0507858655687151,33,24.655951019596426,0.3360567369011857,1.6431162620061468,-0.0769441104237849,4.367543338278743,129.3872400180082,0.0249390766721611,144,41.74285714285714,0.1915262580191836,0.8597516409428422,-0.3870077971928658,0.4948899205866292,53.59250740966087,1.6930134680134676,0.1915262580191836,9044a6d8eaac417b,-1,3.3970847129821777,m1_jump_concentration_60|(x_flow_std_72*x_return_sum_288),-1|-1,5,-0.09477083682269993,3,0.07424676253320482,0.2242740589081447,True,True,False,历史稳定,路径效率与漂移,m1_jump_concentration_60|x_flow_std_72|x_return_sum_288,m1_feature_available_time <= decision_time
BTC_LONG_3c323377de3e4078_3d,290915,3d,5.0,99,4,175.1441278121905,0.0028232552717644,27,20.173050834215257,0.5285314846797604,1.3747273804398652,-0.2944410901123309,1.7950330386228457,244.0670272980126,0.0020196877581909,57,16.523214285714285,0.1887851908715516,0.8612422745194981,-0.1779134481959584,1.0611069190431226,125.61158978751156,0.8190736454046639,0.1887851908715516,3c323377de3e4078,1,2.217446804046631,tanh(x_flow_mean_curve_72_288)|signed_sqrt(m1_flow_std_240)|(x_flow_std_3*x_return_sum_288),1|-1|1,6,-0.10554483115611946,3,0.09780649382325123,0.34912162422979814,True,True,False,历史稳定,路径效率与漂移,m1_flow_std_240|x_flow_mean_curve_72_288|x_flow_std_3|x_return_sum_288,m1_feature_available_time <= decision_time
BTC_LONG_7633d7a44ab2b4b5_3d,572438,3d,5.0,99,3,88.55898806352374,0.0281285304083637,34,25.403101050493284,0.4612918597475588,1.4909133372678278,-0.1208943014003409,3.8156625614634456,169.47814772587108,0.0625488734544576,133,38.55416666666667,0.1777990207582989,0.6794822262520667,-0.3799695670760609,0.4679296348033782,59.464949954559735,1.5176952841321714,0.1777990207582989,7633d7a44ab2b4b5,-1,1.2621179819107056,signed_sqrt(x_time_cos_week)|(x_flow_mean_72*x_return_efficiency_curve_3_12),-0.5|1,5,-0.1724974643699681,3,0.09381821314958938,0.24971494753413195,True,True,False,历史稳定,主动流与价格响应,x_flow_mean_72|x_return_efficiency_curve_3_12|x_time_cos_week,m1_feature_available_time <= decision_time
BTC_LONG_8d4a1327987b861e_12h,684076,12h,5.0,99,4,33.30520888972677,0.0372192884277655,47,35.11605145215248,0.347769959661778,1.037147663946374,-0.1932592237394567,1.7994999303661992,105.60769077504696,0.016290274053192,118,34.20595238095238,0.1776285880040089,1.2887648033121997,-0.1402557767218668,1.2664618324866146,55.358829311084584,0.9740831034935645,0.1776285880040089,8d4a1327987b861e,-1,1.3931430578231812,m1_range_mean_240|tanh(x_return_efficiency_curve_3_12)|signed_sqrt(m1_volume_concentration_60),-0.5|0.5|-0.5,6,-0.03580465219932033,4,0.0797566800470916,0.30261247818922377,True,True,False,历史稳定,有符号波动与区间扩张,m1_range_mean_240|m1_volume_concentration_60|x_return_efficiency_curve_3_12,m1_feature_available_time <= decision_time
BTC_LONG_b69cfade287b0e6b_12h,885215,12h,5.0,99,4,13.014013169425075,0.0675615401053998,52,38.85180160663679,0.6153135785281436,2.413110989988448,-0.1037149470384797,5.932737721013862,133.89391912827304,0.0331572094451343,149,43.19226190476191,0.1755803000072628,1.1426550600273286,-0.1477478847940049,1.1883777575026733,45.11356631076911,1.1117183790360874,0.1755803000072628,b69cfade287b0e6b,-1,4.803310394287109,x_impact_per_flow_72|x_vwap_pressure_288|x_flow_mean_curve_3_12|(x_flow_return_corr_12*x_return_sum_72),0.5|1|-1|-1,5,-0.020526429050253037,4,0.057622152577269235,0.2168439217163921,True,True,False,历史稳定,主动流与价格响应,x_flow_mean_curve_3_12|x_flow_return_corr_12|x_impact_per_flow_72|x_return_sum_72|x_vwap_pressure_288,m1_feature_available_time <= decision_time
BTC_LONG_27cd54206caf7f3f_3d,192199,3d,5.0,97,3,-36.20299428929441,0.0360195531462135,50,37.35750154484307,1.158499607953467,1.9736034996518872,-0.2424496438906612,4.778310206452279,235.82849830560147,0.0232713967002816,198,57.39642857142857,0.1719154960150926,0.6145815057458514,-0.3871385660146882,0.4440670889104084,43.89354557669071,1.5364097222222222,0.1719154960150926,27cd54206caf7f3f,-1,0.93680739402771,tanh(x_flow_sign_bias_72)|signed_sqrt(x_flow_autocorr_72),-0.5|-0.5,5,-0.20908805540047848,3,0.055360843396382725,0.19882611937924824,True,True,False,历史稳定,主动流持续与反转,x_flow_autocorr_72|x_flow_sign_bias_72,m1_feature_available_time <= decision_time
BTC_LONG_721f882d099afd18_3d,552410,3d,5.0,99,4,165.70874915884576,0.0244720292308842,25,18.678750772421537,0.7760527548826219,1.8214793302269576,-0.0933101360731568,8.316918049226532,342.0725021411542,0.0252039160906565,86,24.929761904761904,0.1718282157559891,0.7264082026058497,-0.3874630850459528,0.4434699004567376,82.64241799691507,1.3346589506172835,0.1718282157559891,721f882d099afd18,-1,1.7784202098846436,(x_flow_sign_bias_72*x_return_sum_72)|(x_flow_mean_72*x_trade_surprise_3)|(x_flow_mean_72*x_volume_surprise_288),-0.5|1|-1,5,-0.35370540851129606,2,0.06939925085421428,0.29869275398070433,True,True,False,历史稳定,主动流持续与反转,x_flow_mean_72|x_flow_sign_bias_72|x_return_sum_72|x_trade_surprise_3|x_volume_surprise_288,m1_feature_available_time <= decision_time
BTC_LONG_94dd72fe1d374b6a_12h,720762,12h,5.0,97,3,-15.167883192684748,0.0483243144839733,102,76.20930315147986,0.3951174673112216,1.1454323324585345,-0.2069339664926913,1.9093891351334855,56.046435363865974,0.0388555155367759,240,69.57142857142857,0.1681488398952293,0.7419710107510183,-0.3471604198466445,0.4843548696291698,31.832509716876704,0.9128994190268699,0.1681488398952293,94dd72fe1d374b6a,1,3.407012462615967,x_return_sum_288|(x_flow_return_corr_3*x_return_sum_288),-1|-1,6,-0.3200331321678023,3,0.0349747234283464,0.15748364838707937,True,True,False,历史稳定,主动流与价格响应,x_flow_return_corr_3|x_return_sum_288,m1_feature_available_time <= decision_time
BTC_LONG_8a84f7adec6f2c5d_12h,670595,12h,5.0,95,3,-62.60144317597576,0.064006606869498,110,82.18650339865475,0.4281771152996498,1.2966921009847003,-0.1339343645584062,3.1969175103894263,54.17970307832877,0.0205593748831796,466,135.0845238095238,0.1675158693766132,0.7473297541753067,-0.2381159392926183,0.7035054850769761,18.74694863563041,1.6436339085297416,0.1675158693766132,8a84f7adec6f2c5d,-1,1.7220041751861572,tanh(m1_flow_mean_curve_15_60)|(x_flow_mean_72*x_close_location)|(x_flow_std_72*x_return_sum_288)|(x_flow_return_corr_72*x_return_efficiency_288),-1|-1|-0.5|-0.5,6,-0.09667043581637474,3,0.027829380910753328,0.11420083670491347,True,True,False,历史稳定,主动流与价格响应,m1_flow_mean_curve_15_60|x_close_location|x_flow_mean_72|x_flow_return_corr_72|x_flow_std_72|x_return_efficiency_288|x_return_sum_288,m1_feature_available_time <= decision_time
BTC_LONG_044d4841e5e18788_2d,20728,2d,5.0,99,3,-171.1786023238563,0.0311944044742801,12,8.965800370762336,0.2355650566333473,1.1806870117290968,-0.115139355568228,2.0459125854127147,261.7168067375918,0.0352606881712866,67,19.42202380952381,0.1672297281936636,0.9629925683158566,-0.1798728654018082,0.929710703279776,92.58296865818824,2.166234246399177,0.1672297281936636,044d4841e5e18788,-1,3.6161649227142334,signed_sqrt(x_flow_autocorr_288)|signed_sqrt(m1_return_autocorr_240)|(x_flow_mean_3*x_trade_surprise_12)|(x_flow_return_corr_72*x_jump_concentration_72),-1|-1|-1|1,6,-0.1118520107207977,3,0.08248541600907672,0.30693038162994885,False,True,False,历史稳定,主动流与价格响应,m1_return_autocorr_240|x_flow_autocorr_288|x_flow_mean_3|x_flow_return_corr_72|x_jump_concentration_72|x_trade_surprise_12,m1_feature_available_time <= decision_time
BTC_LONG_b16e26d3230fb605_1d,860179,1d,5.0,97,4,3.927703346276279,0.0666186943880692,110,82.18650339865475,0.4416662615656779,1.1022237998090036,-0.2396196340018174,1.8431972964382712,59.89196909861161,0.0342175971958524,271,78.5577380952381,0.1668164424253928,0.6389075976325641,-0.3825540105575885,0.4360598446798424,31.342191517205965,0.9558471871492704,0.1668164424253928,b16e26d3230fb605,-1,4.0471954345703125,(x_base_quote_flow_gap*x_return_efficiency_12)|(x_flow_std_12*x_return_sum_288)|(x_flow_mean_72*x_return_sum_72)|(x_flow_sign_bias_72*m1_vwap_gap),1|-1|-1|1,5,-0.38286882737283,3,0.03856029122470464,0.15807848810651323,True,True,False,历史稳定,主动流与价格响应,m1_vwap_gap|x_base_quote_flow_gap|x_flow_mean_72|x_flow_sign_bias_72|x_flow_std_12|x_return_efficiency_12|x_return_sum_288|x_return_sum_72,m1_feature_available_time <= decision_time
BTC_LONG_8d967f7e7ca4eab1_2d,685476,2d,5.0,99,4,127.6658150494858,-0.011896183939719,29,21.66735089600898,0.6111241823828157,2.1017993589353456,-0.1443455151134989,4.233759406395749,238.08604476669004,-0.002650547708449,121,35.07559523809524,0.1658290397016841,0.7097996770822358,-0.4011357889863468,0.4133987648440124,58.83158954091779,1.6188225042571307,0.1658290397016841,8d967f7e7ca4eab1,1,1.4391112327575684,signed_sqrt(m1_trade_surprise_240)|(x_flow_mean_72*x_return_efficiency_72),0.5|1,6,-0.35023962260685143,3,0.061843151455111524,0.23735552067286517,True,True,False,历史稳定,主动流与价格响应,m1_trade_surprise_240|x_flow_mean_72|x_return_efficiency_72,m1_feature_available_time <= decision_time
BTC_LONG_3fc88102a54ee0ad_12h,308435,12h,5.0,97,3,-22.9616386872844,0.0508253825101757,125,93.39375386210766,0.6061546546886976,1.93928821029043,-0.1534735091206267,3.9495718717962824,59.377062286334585,-0.0030790114014092,545,157.98511904761904,0.1657061262836696,0.6784877896334188,-0.346582296399423,0.4781148027615916,17.25160506858154,1.69160262345679,0.1657061262836696,3fc88102a54ee0ad,-1,0.9152215123176576,x_flow_sign_bias_288|(x_flow_autocorr_12*m1_return_efficiency_5),-0.5|0.5,5,-0.10824921493449163,3,0.027099083822945524,0.10973315037910152,True,True,False,历史稳定,主动流与价格响应,m1_return_efficiency_5|x_flow_autocorr_12|x_flow_sign_bias_288,m1_feature_available_time <= decision_time
BTC_LONG_68a3d0b0c63c3b13_2d,506402,2d,5.0,99,3,13.171321590561096,0.0094833281256075,43,32.12745132856504,0.2218535551047893,0.9009441939052374,-0.2152216255683516,1.030814419874974,77.64071102105574,-0.0112302705236677,182,52.75833333333333,0.1653667797716258,0.689008123883994,-0.3560884850688538,0.4643979985470473,41.12754250293339,1.642157443296009,0.1653667797716258,68a3d0b0c63c3b13,-1,0.6715681552886963,(x_flow_std_3*x_return_efficiency_3)|(x_flow_mean_72*x_jump_concentration_3),0.5|-0.5,5,-0.12293664017568678,3,0.06306124125207373,0.22336482220241968,False,True,False,历史稳定,主动流与价格响应,x_flow_mean_72|x_flow_std_3|x_jump_concentration_3|x_return_efficiency_3,m1_feature_available_time <= decision_time
BTC_LONG_82eb18af626016be_12h,633539,12h,5.0,99,4,9.415634091990976,0.0740740509577775,76,56.78340234816146,0.8654323251390303,2.0898903837481786,-0.0811713658176438,10.661793311243205,123.50161768765132,0.0292623191975822,188,54.49761904761905,0.16506196497302,0.9628936940913714,-0.1606301935683489,1.0275899026591495,35.76885653663535,0.9597455734243014,0.16506196497302,82eb18af626016be,-1,3.252682685852051,x_return_sum_288|signed_sqrt(m1_volume_concentration_5)|signed_sqrt(m1_flow_return_corr_60)|(x_impact_per_flow_72*x_volume_surprise_288),1|-0.5|-0.5|-0.5,5,-0.08299566758842009,3,0.05198108062824436,0.20743342555317776,True,True,False,历史稳定,主动流与价格响应,m1_flow_return_corr_60|m1_volume_concentration_5|x_impact_per_flow_72|x_return_sum_288|x_volume_surprise_288,m1_feature_available_time <= decision_time
BTC_LONG_0fd6615935a42929_12h,76653,12h,5.0,97,3,-63.29816671487276,0.0178145853003979,117,87.41655361493278,0.247610199105837,0.9903656153156511,-0.1946952829860905,1.2717832466620511,33.966423809639515,0.0061812945520727,421,122.03988095238095,0.1613040673261923,0.7078102967329064,-0.3212095524683974,0.502177055715248,19.948119336679454,1.3960728935844675,0.1613040673261923,0fd6615935a42929,-1,2.054305076599121,x_flow_return_corr_curve_72_288|tanh(x_flow_mean_288)|signed_sqrt(m1_flow_std_5)|(x_flow_sign_bias_72*m1_return_efficiency_5),0.5|-1|1|-0.5,6,-0.2744331585865525,3,0.023274013722885636,0.11193552726080075,False,True,False,历史稳定,主动流与价格响应,m1_flow_std_5|m1_return_efficiency_5|x_flow_mean_288|x_flow_return_corr_curve_72_288|x_flow_sign_bias_72,m1_feature_available_time <= decision_time
