,BTC_LONG_aad29e2812bcd407_2d,BTC_LONG_8a7646dc5ccbd0f9_1d,BTC_LONG_a18389afb4e8507e_2d,BTC_LONG_774a2fa3bbfb3bcf_3d,BTC_LONG_a67a467959c6c593_2d,BTC_LONG_69d7c8d06b8ae442_3d,BTC_LONG_18736382b197243b_3d,BTC_LONG_6e133e86c2c01d4b_3d,BTC_LONG_bc8cc20c800b4673_3d,BTC_LONG_5740defe528d6e16_2d,BTC_LONG_022fc44040f52195_3d,BTC_LONG_a800262f87cb7ffd_3d,BTC_LONG_665a553ed9e4f0c9_3d,BTC_LONG_a7a53d44b1d1b10b_2d,BTC_LONG_32790d4266a3dbf2_2d,BTC_LONG_81c364516a41a911_2d,BTC_LONG_7fefaf095239c223_12h,BTC_LONG_ad3c541b70ce7c4c_3d,BTC_LONG_6e6fadb75ad48781_2d,BTC_LONG_978f94cff6100d1d_2d,BTC_LONG_5d47cc6741d7c67e_2d,BTC_LONG_986eab606b120088_2d,BTC_LONG_3ebd17aa694e737f_3d,BTC_LONG_8f4cb2e57d3d016e_3d,BTC_LONG_9d731ebe50ebbe65_3d,BTC_LONG_53f081fb7aa13377_3d,BTC_LONG_13ea5183446add0e_3d,BTC_LONG_546aae11ff7d6499_2d,BTC_LONG_6360988c96987bed_2d,BTC_LONG_3cd945806cc1e41e_2d,BTC_LONG_ac1d6d98aba0a2cd_2d,BTC_LONG_149214ecb27245d8_2d,BTC_LONG_290035753dfa1e36_2d,BTC_LONG_301412f1a92aaecd_3d,BTC_LONG_4a707af33475c4b3_12h,BTC_LONG_9bf33e9f6e490f1f_2d,BTC_LONG_3d382c6b95774870_12h,BTC_LONG_112acbae6242f1c5_1d,BTC_LONG_7e8a41a51ae079da_3d,BTC_LONG_618010b07f5aeded_2d,BTC_LONG_a1079e0a77d7f501_3d,BTC_LONG_bc16b6bea9830967_2d,BTC_LONG_110acf71418c051c_1d,BTC_LONG_7f23a3dead14afdf_1d,BTC_LONG_6acdbb3b70568efb_1d,BTC_LONG_25e9a00db8b7a09a_3d,BTC_LONG_25b726f17bdbc7e5_3d,BTC_LONG_21f85655a3d4dbed_2d,BTC_LONG_66839828a010ad14_1d,BTC_LONG_c1626e74d2f236cc_2d,BTC_LONG_3872f77e98ff3b88_1d,BTC_LONG_3327ddfbab14e535_1d,BTC_LONG_25abe5371fffe146_3d,BTC_LONG_234317c3f71f1454_2d,BTC_LONG_54c24918a2d046b4_2d,BTC_LONG_ac6867f81c702dfd_1d,BTC_LONG_c5f939c61dde6693_1d,BTC_LONG_6d14459a98f6eceb_2d,BTC_LONG_5b55989455e686eb_2d,BTC_LONG_0777fdef3d9cb3fe_2d,BTC_LONG_09ea97ee62d22743_2d,BTC_LONG_00496e0a18c5c27f_12h,BTC_LONG_8c198db3ea178cb2_2d,BTC_LONG_5fcd25c8e6a72764_2d,BTC_LONG_a7dad690be812564_3d,BTC_LONG_1a18cc95e5440427_1d,BTC_LONG_9044a6d8eaac417b_1d,BTC_LONG_3c323377de3e4078_3d,BTC_LONG_7633d7a44ab2b4b5_3d,BTC_LONG_8d4a1327987b861e_12h,BTC_LONG_b69cfade287b0e6b_12h,BTC_LONG_27cd54206caf7f3f_3d,BTC_LONG_721f882d099afd18_3d,BTC_LONG_94dd72fe1d374b6a_12h,BTC_LONG_8a84f7adec6f2c5d_12h,BTC_LONG_044d4841e5e18788_2d,BTC_LONG_b16e26d3230fb605_1d,BTC_LONG_8d967f7e7ca4eab1_2d,BTC_LONG_3fc88102a54ee0ad_12h,BTC_LONG_68a3d0b0c63c3b13_2d,BTC_LONG_82eb18af626016be_12h,BTC_LONG_0fd6615935a42929_12h,BTC_LONG_a92d11c420091618_3d,BTC_LONG_3bf312a1be80dfa7_1d,BTC_LONG_ac861e14bae89319_1d,BTC_LONG_06bafab89a238836_12h,BTC_LONG_a864e0a32e9d3bfb_2d,BTC_LONG_0c7f2f1a3357a313_2d,BTC_LONG_845287272ef90cce_1d,BTC_LONG_7959fffc20283c3d_3d,BTC_LONG_19ec377e06899c5b_2d,BTC_LONG_724dd62221db474d_1d,BTC_LONG_b7542b0106e09467_1d,BTC_LONG_6e2a45b1c1f2f36d_2d,BTC_LONG_a5c815ef1d70fee7_12h,BTC_LONG_225799ddff2477d1_12h,BTC_LONG_39c4aa3f69b92e78_1d,BTC_LONG_6e5a22a16dafcf43_12h,BTC_LONG_023dd7bb9d6ce9ce_2d,BTC_LONG_4a5320eb6a3bcada_1d
BTC_LONG_9d731ebe50ebbe65_3d,0.2189041084176681,0.10184254256860859,0.421486568631744,0.13777925426630308,0.43116525864340466,0.19484128958855554,0.24211489517764653,0.18663330329277847,0.1592223390000062,-0.07789860419780832,-0.01614373539091556,0.11756853353047417,0.15137899792580456,0.26797657730520646,0.3327463643555688,0.35419453141891544,-0.1981638171380799,0.13492900683847175,0.058430450610747975,0.02525543527491199,0.15839975948557075,0.13362878423288255,0.17395510637391853,0.10544931685432082,1.0,0.06697984155489096,0.3693085220954715,0.06599487096146836,0.02751143325506764,0.05448917729148998,0.2843379225301753,0.2914262401799768,0.13122330851767017,0.16959385776111183,0.013393542079822423,0.27592281492114057,-0.004769736436476672,0.047213275358434656,0.19897642310284355,0.15873802243578541,0.03233366382408073,0.22778036337410648,0.1371327616071143,-0.11234632508471841,0.07157055513993016,0.03903128493538147,0.0458790403673129,0.232777786828131,0.09373524997160233,0.10372424142490956,0.09659737791189643,0.06986755709480087,0.04858799380392183,0.16980486080031787,0.21170632576292917,0.21031393737716042,0.02598792108540268,0.022728649140245527,0.05495677244196455,0.3658036510045096,0.03517019357755565,-0.07559045158432565,0.23448652250774119,0.05643247100406309,-0.07555547335423439,-0.09809474463577098,-0.006444941862872187,0.23692294754749252,0.0006598176127715282,0.03682500140367987,-0.028816487657430064,0.33036804294881994,0.27893957279859644,-0.1133428090958635,-0.2141987031406795,0.2207057776635304,-0.04119694383974863,0.15742571772800143,0.16512506876503702,0.03204529890976916,-0.11839824145630462,0.18108278804945938,0.09926252602001653,0.15734506870471954,0.08083166736052873,-0.07944180435523371,0.28302810013003415,0.12504674177973754,0.038226465753428265,0.15881638586210198,0.3003795320848511,0.24053412932989837,0.004487428704376065,0.07029304361772722,-0.03724047390521615,-0.10874287081670034,-0.07173802128023417,0.05624352113264076,0.2657830227231536,0.042847724894680535
BTC_LONG_53f081fb7aa13377_3d,0.12558837636867198,-0.0011619782292495472,0.026461030895450776,-0.0013817997458204303,0.02209570015437804,0.052731750518304484,0.04406918578857929,0.05101526370048199,0.04443502915622006,0.05925177934303626,0.20199474197639186,0.04912683487721497,0.046557309634389005,0.04585332276139787,0.07017827269934195,0.04698136624970843,-0.02973434162988798,-0.0017096671139506556,0.1110654998627315,0.01072127811105093,0.03320944648913542,0.12158945915480548,-0.06826098141327976,0.05138471833399601,0.06697984155489096,1.0,0.07660183207835373,0.2183915152266072,-0.021965825235690913,0.16243475505658042,0.06885820034472144,0.06291263761627439,0.023501753570332,0.05208825662320229,-0.0014691800880773285,0.014372905807979999,-0.08121502660764876,-0.006067874703468949,0.013947082629000887,-0.03093520016332973,0.005370568774013079,0.08411507276536066,0.0075497565017711545,-0.02956366909708545,0.02857099192719765,0.0304776581016886,0.05280942818208677,0.17252819860529678,0.03011593278328438,0.002406881217427534,0.05622227272735805,-0.03873513049497464,-0.009092526753401487,0.015371871110463928,0.030817099547393426,0.006753615829522398,-0.018569517876882657,0.06354730668898916,0.07740228177657023,0.03909867670524116,0.061905208556993205,-0.033403367384709504,0.013334784869680996,0.1106071722166115,0.012106702574527808,0.002760259734933223,-0.017510926845216275,-0.010638282585641656,0.043764943576758475,0.01886272200981709,-0.06742275587438198,0.06846257484959463,0.1127572313257309,-0.06866347657959496,-0.052643390938394645,-0.02487696847906521,-0.009418556860879827,0.12430539735225674,0.0020966300016787313,0.014832009549295016,-0.08281339729423777,0.16806573329646807,0.033092507352225804,0.04367964992205376,-0.06824055088163038,-0.05679860456380843,0.07542841602509333,0.061516235534153425,0.03393898510520318,0.20663577289661286,0.01843007045573536,0.009454015522639999,0.011492589941877573,0.3375044629808348,0.019438853495355093,0.016123849815641637,-0.07017683873791057,-0.008872764618377847,0.06414708842156314,-0.007481738758513221
BTC_LONG_13ea5183446add0e_3d,0.23407561609954547,-0.0734097169646933,-0.14322520519432663,-0.02265121258446827,0.23702642850720365,0.15213930905761885,0.22679453190106788,0.163416590150537,0.018725102237815105,-0.030294917542917094,0.05261226622866054,0.1503780025941745,0.15970295453467936,0.19209085549242277,0.1929051238762354,0.07742633605402967,-0.15207873103557965,0.1425754508984565,0.038281626867840444,0.06605084887421353,0.0803819809034004,0.108818799934144,0.04927231545393671,0.06738743659750521,0.3693085220954715,0.07660183207835373,1.0,0.07334675733445503,0.07715903272800986,-0.007269601081052243,0.27759051598905365,0.21525337239510017,0.11262093020655958,0.18184791207966983,-0.0007470515607298743,0.1383180716542109,-0.0163364544168453,-0.03820011846166267,0.02096790738357894,0.15992455576667555,-0.053124464977972644,0.2561373985552492,0.09698135610622478,-0.06081041499661787,-0.0697524199824174,0.09921377540799871,0.03526089016145346,0.09131947363877864,-0.013092653181853042,-0.11559135077567442,0.04700467703796367,0.10039526552544975,-0.03274661119987039,0.1398364757779321,0.16127128358291684,0.14615272576542016,0.022736937788042547,0.08622028589215193,0.039606796744828615,0.19794306743346288,0.03248565704014471,-0.0914641302767273,0.199747697492765,0.05502583631439281,0.13848780211316206,-0.14175231350484827,0.2978876673603538,0.09859909936917909,0.025451160559057065,0.1191623630081885,-0.007407222511109185,0.21398529138947991,0.19558955221622423,-0.08751921045220563,-0.03606746129445238,0.022234096629550885,-0.0986662338785229,0.2790426813167528,0.13488827637541903,0.01352045118058269,-0.05435512988559735,0.0492366791591609,0.0693504217688775,0.1295510152900793,-0.07114313110769041,-0.11855535414816269,0.2500972888807855,0.12805924109786004,0.06824375523305166,0.07423894668394587,0.2378947723261505,0.13613736430660775,-0.07166706531279703,-0.07550101215936561,-0.0007906683389247774,-0.0209413029068551,-0.06835904495321889,-0.057577077019082344,0.32139568028161936,0.0001130461595585484
BTC_LONG_546aae11ff7d6499_2d,0.0609628233164361,0.048824908225101056,0.04350240367109695,-0.01131237267250189,0.12313999377655022,0.022995758704162227,0.04350026710017438,0.06641024511069757,-0.0929334488604878,0.1445286133895396,0.03434831657136563,0.0006307046503420954,-0.015803519178127286,0.014752967883053256,0.10418735600321925,0.06807586558883988,0.004178213680076984,0.011765865503009664,0.043469241680214266,-0.012654304797029779,0.035032629506920966,0.3647870504915323,-0.009190852292614555,0.14821723571963918,0.06599487096146836,0.2183915152266072,0.07334675733445503,1.0,-0.029724569488634518,0.040341087562125254,0.12640417977842816,0.014338184530538284,0.1503221402937954,0.00986028364194971,-0.048287396775569764,0.06305238258535222,0.10087423320816487,0.03597055192409338,0.05418035557649413,0.03469111049254335,0.14364351807432035,0.08215580994810356,0.08587945001845661,0.03929797617916838,0.1257685900981051,-0.11936725673406695,0.1526853178061369,0.010879882338048501,0.16196859812014444,0.008271785952320358,0.08925297530440762,0.20803132595365387,0.021854589933068682,0.067350336584262,0.03546158763818317,0.13482423932018564,-0.022929651046101472,0.12666577612380908,0.0957964133292037,0.08105763954414437,0.13167252549425393,0.1100150075043814,-0.054868952359970025,0.21774168001535535,0.00031879799434946724,0.029237314749346443,0.07696143460154564,0.07415986102406832,0.10188571113587994,0.10922217917886526,0.036823792140267694,0.021266731812211337,0.3318054788337091,0.03966463127581701,0.02731868084740349,0.010131268639806647,0.13367968639172614,0.3902295764324794,-0.030853617628808044,-0.003210212072071106,0.07554642207098815,0.007560223297582599,0.10895360941863386,-0.07428851892386948,0.007388137050472182,0.03130655987480403,0.09828406266280006,-0.010899673786443808,0.028709341127225882,0.031164171453239877,0.07570228729982507,-0.03548228607168557,0.06191152641613673,-0.004155886448765292,0.06078692932949824,0.0673823909670173,-0.21180580922785106,-0.042445960975186346,0.09998865964892571,0.04130331399204184
BTC_LONG_6360988c96987bed_2d,0.14792348065319405,0.27899019663604735,0.07922443460893733,0.13628322358208683,-0.08507923210395957,0.0024141809825761243,-0.004652106064491956,0.0837540384403843,0.14453699164039846,0.057939228661908475,0.002319320013838203,0.08018111913269295,-0.09734495183588619,-0.05762459471070314,0.25459413512984513,0.1563225675322348,0.3251880313610126,-0.03489889059449079,-0.046612554513896606,-0.05807879010958947,0.18975331648861904,-0.10426712066611488,0.31984215290174156,0.06518954828588676,0.02751143325506764,-0.021965825235690913,0.07715903272800986,-0.029724569488634518,1.0,0.08993390393348387,0.0448106471116476,-0.0073263789924774055,-0.06474206579258772,-0.0921933190933639,0.034369211260146935,-0.017427488952389394,0.05700394632472726,0.14143074608994366,0.023442637746474784,0.4070638270676275,0.14393117564202473,0.2573386667472301,-0.030669223220924902,0.2379066633904018,-0.00026179802922951095,0.07252849210405014,0.049872987138625334,0.10165296967929292,0.18200713092629198,0.01629870686511567,-0.001753821624649555,0.31150761405667976,0.001013307943829756,-0.026008862208172136,0.10746365219032775,0.19816102544274017,-0.05381984180425082,-0.011092071572837205,0.07060671788028006,-0.16787830072462165,-0.036510259026432616,0.19735538147093545,0.009385149276111619,0.011942844876942296,0.004147369268044096,0.28367385662589745,0.16666620073204705,0.07704552561725955,-0.001643862421014094,0.1707865533691248,0.3767571244956056,-0.020822542793489357,0.026163330655338574,0.06622141484370223,0.049153895314967375,-0.023184839722834534,0.09876342694718705,0.005346315744928795,0.1853110445960477,-0.02282287202160904,0.021762805568913513,0.18360198780354497,-0.08463254427216138,0.21099880826943188,0.11281315511094442,0.18733544477274403,0.020203619927019627,0.1657096588366442,0.10947792784327635,0.0346492034215544,0.07364559902914991,0.21422562064250988,0.4283663893502369,-0.04732966302505227,0.22210836801678224,0.04786721337687362,0.2589790196486159,0.09955320123925661,0.11713348803309966,0.25007609768011957
BTC_LONG_3cd945806cc1e41e_2d,0.06874650307416201,0.18532366096375355,0.03795231584916812,0.09079901159995175,0.05740114063490649,-0.10051827403023453,-0.009480860394116324,0.003036626035354617,-0.041565522373729936,0.04795978238832998,0.06451226339588467,-0.05214650672082467,0.01183650580537668,-0.00023655910078638286,0.1912725632346958,0.14452011922245817,-0.009134999232222829,-0.019789560588898487,0.016425947876985102,-0.10375270046283157,0.04899364863121067,-0.06493577791258649,0.05347142364436598,0.09035626397966058,0.05448917729148998,0.16243475505658042,-0.007269601081052243,0.040341087562125254,0.08993390393348387,1.0,0.09188724193384178,0.09367087255781967,0.08385203781459438,0.035549328659511215,0.023461442726025267,0.054871387691811886,-0.050403341220533394,0.1209472436949176,0.03789362380163623,0.023265266593519247,0.1207934241261219,0.07072097806577589,0.048608252456822265,0.04577769520816567,0.0805489817980797,-0.07959012262844455,0.06564326353440164,0.512793299006018,0.22849419851258895,-0.00013055286932925185,0.042104198608618214,0.07772075012654718,0.019534768761598143,0.0337590630125817,0.04023110613060536,0.2067029223137277,-0.02921177893545952,-0.005995741634377091,0.0966821581080339,-0.00032645354152770293,0.043227732485878675,0.10630516126739217,0.08385364003591377,0.013312796624388312,-0.10098934573571697,0.11224193030145788,0.046145272983951276,0.22625771484563903,-0.10811994081855035,0.1371729503601825,0.017151907255132468,-0.05188428050067643,0.09790228632836978,-0.00787314906094019,0.03453706562054319,0.023919414098835377,0.061911904361881084,0.07864434310459616,-0.05204168977900892,0.3035801658905078,-0.03693330308016672,0.6639725828098753,0.007915854011966029,-0.006743945896438234,0.06703899302097473,0.07121962871126251,-0.012269757436772612,0.04772663364274893,0.10028670345848169,0.015287560532590894,-0.07102747043072108,0.002539335509451347,0.1879439158003523,0.16783724092972407,0.14124383461558787,-0.008845141904184055,-0.011163755924693947,0.04532460490532202,0.07239589554398364,0.0883481040404192
BTC_LONG_ac1d6d98aba0a2cd_2d,0.17777536906668004,0.14344405716476755,0.014175190034499628,0.15812789200081673,0.394551919005445,0.14676758452617042,0.22055977391400494,0.1757086505832001,0.18124580618385552,0.11368663528442943,-0.03642806244313224,0.0449801896046561,0.24993231069076807,0.1533382535100983,0.3344844430555412,0.005844417374691993,-0.15449088185182305,0.13271167191797326,0.03948979822691303,-0.06363378047089897,0.12044402717722649,0.13093834533325116,0.2576541349251977,0.0756316607304235,0.2843379225301753,0.06885820034472144,0.27759051598905365,0.12640417977842816,0.0448106471116476,0.09188724193384178,1.0,0.27700240752949934,0.1181625770544986,0.17599818058011038,0.008722970856560652,0.26706658963753815,0.047319345733792754,0.04335459712768829,-0.006502386051576392,0.13116393580528352,0.11798507437939394,0.15679542123145537,0.21891039819657676,-0.04381710732845133,0.05233502370574376,0.14634453731247746,0.105738881846349,0.15439951276381902,0.13752619752325948,0.11137811652991755,0.11011432989653022,0.13344570699889668,0.0025077248439262247,0.14956948912933185,0.21451348999164097,0.19601503080924454,0.13089970634241396,-0.031067830084728385,0.08292791874112092,0.2117461039085214,0.024130693765068382,-0.00569539348248507,0.2090855395046972,0.13314277594931315,-0.057188606352289964,-0.029239579924386423,0.006856231679346137,0.3280488251002614,0.002739706473601923,0.11637499844633868,0.013498519004695425,0.17407196286162951,0.2818374488482533,-0.06241380221241885,0.09438734459744497,0.02190538394337488,0.04760307637752832,0.08231581333204935,0.14424897006355447,0.021966368379576676,-0.047113867142343134,0.10065549696568618,0.0342774030916534,0.13422432640062693,-0.006587527799150635,0.039410946321472094,0.23487901665739136,0.1464483982963509,0.0314058888948374,0.09618811065139761,0.1076137414735979,0.2265970338771204,0.06773668212751582,-0.006096987283529267,0.0663598443512181,0.10445967298651702,-0.08759520346605815,0.11404927639967868,0.16388807183610185,0.07453938471153516
BTC_LONG_149214ecb27245d8_2d,0.18161146334933329,0.06840817664918737,-0.020697088730024408,0.10019157794499176,0.26319853314972935,0.06241703491611935,0.23398164181630504,0.1106744971919202,0.10071999631128739,-0.024114163271680044,0.005096535779714127,-0.09780454609064998,0.03203404422733515,0.1762835117163433,0.20611914857747426,0.013902563079296815,-0.18152800787024231,0.16656969320939619,0.21819748263688643,-0.02217540296182988,0.15202317550250605,0.04854943698096215,0.07442614085731183,0.10110793316582271,0.2914262401799768,0.06291263761627439,0.21525337239510017,0.014338184530538284,-0.0073263789924774055,0.09367087255781967,0.27700240752949934,1.0,0.08323929054206633,0.026946695820962343,0.016886111681646134,0.20773079128642952,0.030185358628378112,0.05315170769269917,0.0837209343395757,0.20188800301343254,0.027579257614448436,0.11908783921137917,0.13527427735281583,0.1279231385539454,0.0447665961692142,0.031133693547993554,0.1511018842535814,0.17763277707564346,0.035609648701921126,0.03130943762445719,0.05071057369215945,0.008940131964423786,-0.059131531057501574,0.19486690927670466,0.1068832573720989,0.18469391960763032,0.3919663892320681,-0.039422760196943074,0.05852547299786954,0.13218635908346063,-0.001123829565014515,-0.04632873029550673,0.21911601951810436,0.04804020883078268,-0.10857783724023366,-0.05951815459641279,0.022565749571336224,0.1522672929783853,-3.957880323695476e-05,0.1670642177023259,0.07493547011692821,0.13269690942047782,0.1460828740918387,-0.025306949233611174,0.047138548765333944,0.04933189725454577,-0.04521463781848374,0.06526697028443451,0.10317338493384359,0.03092142016399994,-0.01640755197780127,0.11628396059467254,0.04145041960736585,0.07039977548328631,-0.056261847609900856,-0.014744398614484587,0.1702285966541487,0.209402483266002,0.07761129904739045,0.05697742089977987,0.14406221511945072,0.17904055474522046,0.0555831415600472,0.03333182050746551,-0.022205578417883624,-0.04128959672114324,0.06579799077867714,0.21150300915972992,0.14587148230686478,0.09728162572114327
BTC_LONG_290035753dfa1e36_2d,0.06948458505179096,-0.3907817879310823,-0.07716159094524803,0.03177924645090129,0.11931765443721751,-0.029345020563749113,0.16160548814301878,-0.10428279179307488,-0.04881997583466177,-0.0044752995766987,-0.006634012561632675,0.02354363385974091,0.07448686597691702,0.08785769012977102,0.07109883937568866,0.025466390436393087,-0.3028839871163173,0.199244380280581,0.03478129003322318,0.004373774882245124,-0.06643972749457121,0.03001883735975717,0.05121977170339098,0.04261902068346251,0.13122330851767017,0.023501753570332,0.11262093020655958,0.1503221402937954,-0.06474206579258772,0.08385203781459438,0.1181625770544986,0.08323929054206633,1.0,0.09494829353546909,0.20264932812010134,0.07488843272878215,-0.08507134098796103,0.005587389300565286,-0.013427804037556515,0.08075416144577173,-0.04156408619077806,0.08441671286661975,-0.08547223662364399,-0.06087769994670045,0.0534246655428949,0.007659161073373913,0.019131517021726465,0.02918189530797994,0.1335352990547462,-0.019220620395485326,0.13767436493880086,0.05724076928443061,0.11184931273903796,0.2792710269647221,0.5893182730436384,0.056418582295776794,0.06408783218868043,0.08586814411279535,0.13973096835923893,0.07906830048786784,0.30638924526998834,-0.04062029196166779,-0.01818877746547372,0.006388633253363039,-0.023249543222140255,-0.14677096610023993,0.020561463035210236,0.06921338155847645,0.15618743220939277,0.03297778822244444,0.03915337939696416,0.0560334531258903,0.21412795279982388,-0.03997302457111349,0.16356450191105826,0.03575846899030996,0.006230966704622281,0.17212918479085693,0.03959395650383246,0.06064515178290693,-0.007035500003556676,0.04151649013514188,0.18255208262819733,-0.1463176501894133,-0.06721311592049511,-0.2210214578835386,0.12407121386610907,0.03719562972161528,0.006466076289890524,0.02286377230980623,0.06575341461705783,-0.008673489051334223,-0.09332919530855642,0.09870767592397396,-0.05087998227137354,-0.06122709312246197,-0.11726888583178298,0.01322796776059876,0.07732912682078633,0.11427913807252378
BTC_LONG_301412f1a92aaecd_3d,0.20365367970717424,-0.00734299156091211,-0.03748791907410809,-0.034606841451859695,0.18418172878206404,0.1094543714724558,0.13707835737280052,-0.027916823745955253,0.014367875889369318,0.004769708358702729,-0.02932276568115539,0.15115069047019958,0.5642787044964871,0.1746163682582614,0.19767432314686859,-0.011254884501038655,-0.1917133700660585,0.10179114042266003,0.03226515311678775,0.14079894194990158,0.034690565919402325,0.12003817666076419,0.01885675479272293,0.09082141542082585,0.16959385776111183,0.05208825662320229,0.18184791207966983,0.00986028364194971,-0.0921933190933639,0.035549328659511215,0.17599818058011038,0.026946695820962343,0.09494829353546909,1.0,-0.0007608235889124361,0.14133072435287924,0.1197811119052247,0.0976468942397287,-0.0025973221758541906,0.025838029562863903,0.0847929337547748,0.09779574364887943,0.0017346077696604317,0.05821323422615529,0.053685485967953576,0.039975863600196254,0.07559739277517821,0.006983330122983466,0.14745927658915803,0.00993473434128618,0.21513119039195316,0.11891022226476715,-0.04229751990827103,0.10209676302700117,0.058344120416495886,0.0227092530417982,0.06550576718001869,0.14221701347581936,0.023470116954213707,0.27516162561644614,0.11974536550642284,0.031576333193258796,0.13689098659192203,0.043151435267353676,0.15178476729095508,-0.12892414132087962,0.20973960052400817,0.2030546832555801,0.011294295565570595,0.023110507545104412,-0.14743720196775226,0.13393174666448873,0.18758469770760247,0.017430358507920185,0.2040796371701576,0.09506243113790312,0.15475095665296687,0.18207429531425087,-0.017352542975896924,0.007473499379147933,0.14076883051443934,0.035561623084956896,0.11239276672845694,-0.07069408111876666,0.08568628760052568,-0.01125282989719388,0.15371256091750496,0.07828085556402888,0.13435856908062146,0.025738080860438634,0.09972915927247937,-0.014552203559756416,-0.01652575799032299,0.0013347755653020717,0.07879511848748713,-0.024198202835476357,-0.26637397916176403,-0.12884873010656134,0.15043984487426165,0.007303668159898257
BTC_LONG_4a707af33475c4b3_12h,0.02417434777288342,-0.08747998532864439,-0.057217996327387416,0.02631651575994512,-0.005735752994127189,-0.03482152522561818,-0.030237511538139084,-0.1487813190768177,0.023841771081796703,0.008712072982096919,-0.020028159025006525,0.0017314630683405643,0.015049190124954419,-0.10584077365518406,-0.010122164827022408,0.01856369330476691,-0.07389837018391004,0.16122241016722041,0.020356780800227476,0.010851164613275174,0.06650875316878938,0.024284749696862732,0.03834772814636238,-0.000560438144105922,0.013393542079822423,-0.0014691800880773285,-0.0007470515607298743,-0.048287396775569764,0.034369211260146935,0.023461442726025267,0.008722970856560652,0.016886111681646134,0.20264932812010134,-0.0007608235889124361,1.0,-0.04226803622467331,-0.15201427668871959,-9.36891211037527e-05,0.0037117042824522956,0.0027860719342068874,-0.07384320642676805,0.016544214794468347,-0.1447278830336186,-0.037334032975139333,-0.009263199181559927,0.016908126668106108,0.011570078947583171,-0.002007665839752888,0.005156873363279193,-0.03539651764089994,0.09071352966431634,0.004841668031486117,-0.03760916767146981,0.0653754682779615,0.24224846455781432,-0.016466815033934094,-0.0009145522981143481,-0.1330419399629272,0.0597500553705131,-0.02688357663925244,0.012050388242188499,-0.06501744242880596,-0.0006149804910653971,-0.09229721168678295,-0.026224279155342953,0.1207967370830059,-0.01011249081700737,0.004359039909125513,-0.056485752553773076,0.006951850979041497,0.12736624723452322,-0.007173517494259474,-0.03626864389635046,-0.04647797017580144,0.23151387531877554,-0.04051595062716728,0.0011750217372337897,0.005964583874855068,0.023047598210626012,0.01021860296351957,-0.08649757707271553,0.02807633170276078,0.07515846184772737,0.20581206690358744,0.04286376695870591,-0.26396669405247325,-0.05757157839529678,0.015708982916548746,-0.02327504068564504,0.10635013362152512,0.002655455436456177,-0.05722311815559166,0.07792872834393495,-0.013288273787988837,-0.0390700044783039,0.05728050052792815,-0.05239036174695104,0.02999491826145671,0.007187790070638434,0.3313855900708393
BTC_LONG_9bf33e9f6e490f1f_2d,-0.011066756599762594,0.09406391967843175,0.07398025970981296,0.033395944908192005,0.4011761925740258,0.10421732508212124,0.14951507087674076,0.05511533233864778,0.038181117702488,-0.026632316500849677,-0.03167573582550277,-0.03951632268543208,0.11246573436671468,0.1665802409072853,0.3512020315916718,-0.1364615921956607,-0.16585057605491849,0.18507760836517143,0.006373217733304815,-0.05461118866571327,0.1294986075221656,0.06313377777978939,0.10270741218333303,-0.05404813529084281,0.27592281492114057,0.014372905807979999,0.1383180716542109,0.06305238258535222,-0.017427488952389394,0.054871387691811886,0.26706658963753815,0.20773079128642952,0.07488843272878215,0.14133072435287924,-0.04226803622467331,1.0,0.22198426338754942,0.08094814139541442,-0.08981495116243901,0.1614660689522998,0.07433910241347468,-0.047636642694783016,0.2210711058773332,0.023992454710869596,-0.0132729636245596,0.013269807978680092,0.03972347690501013,0.0829819650935013,0.09657069716007023,0.08463977786850854,0.09962536596833996,0.1122248616952637,-0.009821427111021606,0.15262384718399488,0.01346667224390733,0.18137525684330968,0.2528156820485743,-0.1120951147739472,0.1235029250518717,0.07538351227941557,0.01539664580990273,0.060190488095352754,0.18901746598562938,0.019921881073369483,-0.040554968234637175,0.008737705520957546,-0.09635412494382828,0.371187311950238,-0.0789464811123552,-0.05621521344540156,0.10870188592687104,0.10701779799381249,0.12753907426141065,0.02452904811253033,0.15639441817378585,-0.035059513618831445,0.04717377511028512,-0.014530314181943865,0.009491430064112997,0.01780575163875303,0.05419243618832442,0.001241244703707742,-0.0220910339217483,-0.02592580738322825,-0.03486794804148337,0.16042056865111426,0.1437397745970896,-0.02349868536985392,0.05498240820016902,0.03770631312980033,-0.009507452130134824,0.28185246944756115,0.09839087105444695,0.012822600972394913,0.05797107613237667,0.005588671556355696,-0.07285613316889629,0.04569189018185443,0.03644447258413515,0.06596336745886057
