factor_id,0,1,2,3,4,5,6
BTC_LONG_112acbae6242f1c5_1d,-0.20082053158661917,0.2513515167011029,0.2448716201783755,0.12100030473189677,0.07939336336155856,0.2329318212306441,0.3763528758044245
BTC_LONG_7e8a41a51ae079da_3d,0.20615279122583824,0.20368129855219008,0.303791567016546,0.02347276044180613,0.216524958842009,0.13858659089205783,0.020909882775898836
BTC_LONG_618010b07f5aeded_2d,0.1504738697749009,0.08143914846184291,0.4050695015060119,0.28829556324039357,0.014433480910144403,0.09676154923000424,0.016874137857296134
BTC_LONG_a1079e0a77d7f501_3d,0.08050852076422177,-0.07496512909305575,0.0686631912229948,0.23362013006507526,0.2619982176408344,0.14871695702431847,0.27648409526081524
BTC_LONG_bc16b6bea9830967_2d,0.21782020867764035,0.2504524013991383,0.217021000226646,0.08686896663475902,0.06293999997992356,0.09800697258015773,-0.03301662632080443
BTC_LONG_110acf71418c051c_1d,0.19579869858617205,0.33498873840308874,0.47866175725547366,0.12886654262462593,0.17757899634030455,-0.24435792746452162,-0.11677174548255925
BTC_LONG_7f23a3dead14afdf_1d,0.043838436917736145,-3.3380173327324236e-05,0.02777557668005204,0.08943876751699759,0.2456647707602082,0.15851182755935855,0.28373144626677127
BTC_LONG_6acdbb3b70568efb_1d,0.08368209733402238,0.17302035026888735,0.2643170009687811,0.06247425033871118,0.15082779656134854,0.0669512957799332,0.16702727806643763
BTC_LONG_25e9a00db8b7a09a_3d,-0.23684929246112757,0.33700745076997213,0.06640851577767493,0.19429464977857325,0.07787312964844811,0.32188751190625026,0.15558928498890756
BTC_LONG_25b726f17bdbc7e5_3d,-0.36444153318786243,0.10257405030171218,0.4393671365787365,0.09844581281889625,0.37842437873557355,0.2948242046280732,0.18093771130219355
BTC_LONG_21f85655a3d4dbed_2d,0.1300369561046495,-0.011072967534132006,0.07872799186781654,0.2520737732276147,-0.032692600145431905,0.3932463925344827,0.06958960460207636
BTC_LONG_66839828a010ad14_1d,-0.17255073694905837,-0.027279996290505704,0.2128580965738846,0.12653644561899235,0.41446521185351454,0.2344645139840869,0.12501312133278436
BTC_LONG_c1626e74d2f236cc_2d,0.045769943789833956,0.29484961153004363,0.0064968287976319705,0.003238250188055569,0.5889219290709445,0.20642831639140247,-0.08098285688183243
BTC_LONG_3872f77e98ff3b88_1d,0.05022361024789912,0.19187493763499608,0.1399866895893343,0.026434031087625598,0.10799294144949673,0.10408813883763185,0.1744554062859227
BTC_LONG_3327ddfbab14e535_1d,0.13406665463499062,0.0,0.18210560143246635,0.004453761438370785,0.14733021436067795,0.020741243095487638,0.31022713450068007
BTC_LONG_25abe5371fffe146_3d,0.06571897296844753,0.1281173838897784,0.129072180433203,0.21167401410740017,0.1819599296261193,-0.0035890160216602296,0.1538834081860615
BTC_LONG_234317c3f71f1454_2d,0.17388892474996254,0.1572383098846163,-0.002383283099232636,0.25335678889939656,-0.15149471723634267,0.3461490014401686,0.14988038160602063
BTC_LONG_54c24918a2d046b4_2d,-0.10265750572236526,0.13012310773338875,0.4328630355948506,0.16781071469965064,-0.04032044471082952,0.19411379240628657,0.02301698490398224
BTC_LONG_ac6867f81c702dfd_1d,0.09955902403226902,-0.02613085167547935,0.1273066655197978,-0.006701697836526847,0.07190146467287051,0.09556779067011173,0.40615654271624496
BTC_LONG_c5f939c61dde6693_1d,0.13229139629121456,-0.0404911382223857,0.3682892236985158,-0.03799623699101317,0.07286052335603976,0.2126570104061788,0.16429338756453232
BTC_LONG_6d14459a98f6eceb_2d,-0.007697515560895207,0.15159085325825744,-0.12306486729742488,0.06653445049943035,0.38690553373288067,0.2007568852646447,0.13175815220552572
BTC_LONG_5b55989455e686eb_2d,0.18847321920403964,0.11556979399960327,0.28155537418153176,-0.19458779202945176,0.10493520679889151,0.16508522768133277,0.12942497331557568
BTC_LONG_0777fdef3d9cb3fe_2d,0.2561019999064258,-0.10837948313329593,0.2309311715603482,0.13320351341384185,0.07675098032209315,0.11615201790651458,0.09416679706637132
BTC_LONG_09ea97ee62d22743_2d,0.03805144589467835,0.003989884207821093,0.11673581725974647,0.06309320628370113,0.005558277922947774,0.2578253598374742,0.3305061737915144
