factor_id,candidate_index,horizon,cost_bp,q,positive_validation_blocks,worst_validation_block_bp,validation_rank_ic,validation_trades,validation_trades_per_year,validation_cagr,validation_sharpe,validation_max_drawdown,validation_calmar,validation_mean_gross_bp,selection_rank_ic,selection_trades,selection_trades_per_year,selection_cagr,selection_sharpe,selection_max_drawdown,selection_calmar,selection_mean_gross_bp,frequency_retention,balanced_cagr,lineage_hash,orientation,threshold_q95,components,weights,positive_selection_folds,worst_selection_fold_return,positive_selection_years,top_one_selection_profit_share,top_five_selection_profit_share,development_candidate,historically_stable_candidate,core_candidate,tier,mechanism,input_fields,latest_availability,validation_signal_redundancy,selection_signal_redundancy,cross_stage_signal_redundancy,cagr_absolute_gap,mean_gross_bp_absolute_gap,rank_signal_redundancy,rank_cagr_gap,rank_mean_gross_bp_gap,rank_selection_trades,scheme5_rank_sum,scheme5_final_rank,scheme5_selected
BTC_LONG_5b55989455e686eb_2d,441884,2d,5.0,99,3,-87.5434474624213,0.0162721101317173,34,25.403101050493284,0.3977643690885453,1.6272616700926512,-0.1283051931462896,3.1001423974712123,146.19899955698165,0.0191000208792569,178,51.59880952380952,0.210404712000054,0.8212607527523642,-0.2970933704261684,0.7082107274835416,49.40764062649005,2.0312012073347856,0.210404712000054,5b55989455e686eb,-1,1.252689003944397,(x_flow_price_gap*x_close_location)|(x_flow_mean_12*m1_return_efficiency_5)|(x_flow_mean_72*x_return_efficiency_288),0.5|-1|-0.5,6,-0.1945877920294517,4,0.0512302800052468,0.2335831899257816,True,True,True,核心,主动流与价格响应,m1_return_efficiency_5|x_close_location|x_flow_mean_12|x_flow_mean_72|x_flow_price_gap|x_return_efficiency_288,m1_feature_available_time <= decision_time,0.06546238844244152,0.0722743553880948,0.0722743553880948,0.18735965708849128,96.7913589304916,1.0,1.0,1.0,1.0,4.0,1,True
